ci_code,ci_description
443211,Ankle Fibular Collateral Ligament Sprain 2 Deg
443212,Ankle Anterior Talo-Fibular Sprain 2 Deg
443213,Ankle Posterior Talo-Fibular Sprain 2 Deg
443214,Ankle Calcaneofibular Ligament Sprain 2 Deg
443220,Ankle Medial Sprain 2 Deg
443221,Ankle Deltoid Ligament Sprain 2 Deg
443222,Ankle Anterior Tibio-Fibular Sprain 2 Deg
443223,Ankle Posterior Tibio-Fibular Sprain 2 Deg
443231,Ankle Anterior Capsule Sprain 2 Deg
443232,Ankle Posterior Retinacular Sprain 2 Deg
443240,Ankle Anterior Tibio-Fibular Sprain 2 Deg
443300,Ankle Sprain 3 Deg (non-specific)
443310,Ankle Lateral Sprain 3 Deg
443311,Ankle Fibular Collateral Ligament Sprain 3 Deg
443312,Ankle Anterior Talo-Fibular Sprain 3 Deg
443313,Ankle Posterior Talo-Fibular Sprain 3 Deg
443314,Ankle Calcaneofibular Ligament Sprain 3 Deg
443320,Ankle Medial Sprain 3 Deg
443321,Ankle Deltoid Ligament Sprain 3 Deg
443322,Ankle Anterior Tibio-Fibular Sprain 3 Deg
443323,Ankle Posterior Tibio-Fibular Sprain 3 Deg
443331,Ankle Anterior Capsule Sprain 3 Deg
443332,Ankle Posterior Retinacular Sprain 3 Deg
443400,Ankle Subluxation/Acute
443411,Ankle Fibular Collateral Ligament Sprain Subluxation
443420,Ankle Subluxation/Eversion Acute
443421,Ankle Anterior Tibio-Fibular Subluxation
443430,Ankle Subluxation/Inversion Acute
443431,Ankle Anterior Talo-Fibular Subluxation
443440,Ankle Subluxation/Posterior Acute
443500,Ankle Subluxation/Recurrent
443600,Ankle Dislocation
443610,Ankle Subtalar/Under Foot Dislocation
443620,Ankle Dislocation/Talus
443800,Ankle Dislocation/Open
444000,Ankle Muscle Strain (non-specific)
444010,Ankle Achilles Tendon Strain
444020,Ankle Peroneal Muscle/Tendon Strain
444030,Ankle Posterior Tibialis Strain
444040,Ankle Anterior Tibialis Strain
444100,Ankle Strain 1 Deg (non-specific)
444110,Ankle Achilles Tendon Strain 1 Deg
444120,Ankle Peroneal Muscle Strain 1 Deg
444130,Ankle Posterior Tibialis Strain 1 Deg
444140,Ankle Anterior Tibialis Strain 1 Deg
444200,Ankle Strain 2 Deg (non-specific)
444210,Ankle Achilles Tendon Strain 2 Deg
444220,Ankle Peroneal Muscle Strain 2 Deg
444230,Ankle Posterior Tibialis Strain 2 Deg
444240,Ankle Anterior Tibialis Strain 2 Deg
444300,Ankle Strain 3 Deg (non-specific)
444310,Ankle Achilles Tendon Strain 3 Deg
444320,Ankle Peroneal Muscle Strain 3 Deg
444330,Ankle Posterior Tibialis Strain 3 Deg
444340,Ankle Anterior Tibialis Strain 3 Deg
444410,Ankle Achilles Tendon Avulsion/Insertional Rupture
444510,Ankle Achilles Tendon Laceration
444511,Ankle Achilles Tendon Rupture
444512,Ankle Rupture - Midsubstance
444610,Ankle Peroneal Tendon Subluxation Acute
444620,Ankle Peroneal Tendon Subluxation Recurrent
445000,Ankle Fracture (non - specific)
445010,Ankle Fracture/Lateral Malleolus
445020,Ankle Fracture/Medial Malleolus
445030,Ankle Fracture/Posterior Malleolus
445031,Ankle Fracture/Posterior Malleolus/Medial
445032,Ankle Fracture/Posterior Malleolus/Lateral
445040,Ankle Fracture/Talus/Body
445050,Ankle Fracture/Talus/Neck
445060,Ankle Fracture/Talus/Head
445070,Ankle Fracture/Talus/Dome
445080,Ankle Fracture/Talus/Posterior Process
445100,Ankle Fracture/Open
445110,Ankle Fracture/Lateral Malleolus/Open
445120,Ankle Fracture/Medial Malleolus/Open
445130,Ankle Fracture/Posterior Malleolus/Open
445170,Ankle Fracture/Talar/Open
445200,Ankle Fracture/Avulsion
445210,Ankle Fracture/Lateral Malleolus/Avulsion
445220,Ankle Fracture/Medial Malleolus/Avulsion
445221,Ankle Fracture/Medial Malleolus/Deltoid/Avulsion
445230,Ankle Fracture/Posterior Malleolus/Avulsion
445231,Ankle Fracture/Posterior Malleolus/Avulsion Medial
445232,Ankle Fracture/Posterior Malleolus/Avulsion/Lateral
445240,Ankle Fracture/Talus/Avulsion
445260,Ankle Fracture/Talus/head/Avulsion
445280,Ankle Fracture/Talus/Posterior Process/Avulsion
445290,Ankle Fracture/Tarsal Navicular/Avulsion
445300,Ankle Fracture/Dislocation
445310,Ankle Fracture/Lateral Malleolus/Dislocation
445320,Ankle Fracture/Medial Malleolus/Dislocation
445350,Ankle Fracture/Talus/Neck/Dislocation
445410,Ankle Fracture/Lateral Malleolus Epiphysis
445420,Ankle Fracture/Medial Malleolus Epiphysis
445440,Ankle Fracture/Distal Tibio-Fibular Epiphysis
445500,Ankle Fracture/Stress
445510,Ankle Fracture/Lateral Malleolus/Stress
445520,Ankle Fracture/Medial Malleolus/Stress
445560,Ankle Fracture/Talus/Stress
445570,Ankle Fracture/Talus/Dome/Stress
445580,Ankle Fracture/Talus/Posterior Process/Stress
445600,Ankle Fracture/Greenstick
445770,Ankle Fracture/Talus/Dome/Osteochondral
445810,Ankle Fracture/Lateral Malleolus/Comminuted
445900,Ankle Fracture/Other
445910,Ankle Fracture/Lateral Malleolus/Other
445920,Ankle Fracture/Medial Malleolus/Other
445960,Ankle Fracture/Talus/Head/Other
446100,Ankle Inflammation
446101,Ankle Achilles Inflammation
446130,Ankle Periostitis
446150,Ankle Epicondylitis
446160,Ankle Fascitis/Tendinitis
446170,Ankle Synovitis/Chronic
446180,Ankle Osteochondritis
446190,Ankle Osteomyelitis
446210,Ankle Osteochondritis Dissecans
446220,Ankle Chondromalacia
446230,Ankle Traumatic Arthritis
446240,Ankle Exostosis
446250,Ankle Calcification
446310,Ankle Bone Cyst/Talus
446400,Ankle Musculoskeletal Condition
446401,Ankle Impingement
446402,Ankle Posterior Impingement
446410,Ankle Joint Loose Bodies
446411,Ankle Anterior Impingement
446460,Ankle Degeneration/Chronic
446480,Ankle Musculoskeletal Weakness
446490,Ankle Tibialis Posticum/External
448100,Ankle General Stress Injury
448701,Ankle Staph Infection - MRSA
448702,Ankle Staph Infection - MSSA
449600,Ankle Symes Disarticulation
450100,Foot Abrasion
450110,Foot Abrasion/Plantar Surface
450130,Foot Abrasion/Dorsal Surface
450200,Foot Contusion
450210,Foot Contusion/Plantar Surface
450220,Foot Ganglion
450230,Foot Contusion/Dorsal Surface
450240,Foot Metatarsal Contusion
450241,Foot 1st Metatarsal Contusion
450242,Foot 2nd Metatarsal Contusion
450243,Foot 3rd Metatarsal Contusion
450244,Foot 4th Metatarsal Contusion
450245,Foot 5th Metatarsal Contusion
450300,Foot Puncture Wound
450310,Foot Puncture Wound/Plantar Surface
450400,Foot Laceration
450500,Foot Bursitis
450510,Foot Bursitis/Plantar Surface
450600,Foot Tenosynovitis-Tendinitis/Acute
450620,Foot Peroneus Long Tendinitis/Distal
450700,Foot Synovitis
450900,Foot Muscle Cramps
451500,Foot Nerve Contusion
451510,Foot Nerve Contusion w/Sensory Loss
451520,Foot Nerve Contusion w/Motor Loss
451530,Foot Nerve Contusion w/S&M Loss
451600,Foot Nerve Disorder
451610,Foot Tarsal Tunnel Syndrome
451620,Foot Nerve Disorder w/Motor Loss
451630,Foot Nerve Disorder w/S&M Loss
452100,Foot Burn 1 Deg
452110,Foot Thermal Burn/Plantar 1 Deg
452200,Foot Burn 2 Deg
452210,Foot Thermal Burn/Plantar 2 Deg
452300,Foot Burn 3 Deg
452310,Foot Thermal Burn/Plantar 3 Deg
452400,Foot Friction Blister
453000,Foot Sprain (non-specific)
453001,Foot Arch Sprain/Static
453002,Foot Arch Sprain/Traumatic/Plantar Fascial
453003,Foot Lateral Aspect Sprain
453004,Foot Medial Aspect Sprain
453005,Foot Pes Planus Symptomatic - Congenital
453006,Foot Pes Planus/Symptomatic
453007,Foot Pes Cavus Symptomatic/Congenital
453008,Foot Pes Cavus Symptomatic
453010,Foot Plantar Arch Sprain
453011,Foot Transverse Arch Sprain
453012,Foot Spring Ligament Sprain
453013,Foot Long Plantar Ligament Sprain
453014,Foot Short Plantar Ligament Sprain
453015,Foot Plantar Aponeurosis Sprain
453016,Foot Calcaneocuboid Sprain
453017,Foot Plantar Fascia Tear/Rupture
453020,Foot Midtarsal Sprain
453021,Foot Lis-Franc Sprain
453022,Foot Tarso-Navicular Sprain
453030,Foot Tarsometatarsal Sprain
453031,Foot 1st Tarsometatarsal Sprain
453032,Foot 2nd Tarsometatarsal Sprain
453033,Foot 3rd Tarsometatarsal Sprain
453034,Foot 4th Tarsometatarsal Sprain
453035,Foot 5th Tarsometatarsal Sprain
453100,Foot Sprain 1 Deg (non-specific)
453101,Foot Arch Sprain/Static 1 Deg
453102,Foot Traumatic Arch Sprain 1 Deg
453103,Foot Lateral Aspect Sprain 1 Deg
453104,Foot Medial Aspect Sprain 1 Deg
453105,Foot Pes Planus Congenital/Symptomatica 1 Deg
453107,Foot Pes Cavus Congenital/Symptomatica 1 Deg
453110,Foot Plantar Arch Sprain 1 Deg
453111,Foot Transverse Arch Sprain 1 Deg
453112,Foot Spring Ligament Sprain 1 Deg
453113,Foot Long Plantar Ligament Sprain 1 Deg
453114,Foot Short Plantar Ligament Sprain 1 Deg
453115,Foot Plantar Aponeurosis Sprain 1 Deg
453116,Foot Calcaneocuboid Sprain 1 Deg
453117,Foot Plantar Fascia Tear 1 Deg
453120,Foot Midtarsal Sprain 1 Deg
453121,Foot Lis-franc Sprain 1 Deg
453122,Foot Tarso-Navicular Sprain 1 Deg
453130,Foot Tarsometatarsal Sprain 1 Deg
453131,Foot 1st Tarsometatarsal Sprain 1 Deg
453132,Foot 2nd Tarsometatarsal Sprain 1 Deg
453133,Foot 3rd Tarsometatarsal Sprain 1 Deg
453134,Foot 4th Tarsometatarsal Sprain 1 Deg
453135,Foot 5th Tarsometatarsal Sprain 1 Deg
453200,Foot Sprain 2 Deg (non-specific)
453201,Foot Arch Sprain/Static 2 Deg
453202,Foot Traumatic Arch Sprain 2 Deg
453210,Foot Plantar Arch Sprain 2 Deg
453211,Foot Transverse Arch Sprain 2 Deg
453212,Foot Spring Ligament Sprain 2 Deg
453213,Foot Long Plantar Ligament Sprain 2 Deg
453214,Foot Short Plantar Ligament Sprain 2 Deg
453215,Foot Plantar Aponeurosis Sprain 2 Deg
453216,Foot Calcaneocuboid Sprain 2 Deg
453217,Foot Plantar Fascia Tear 2 Deg
453220,Foot Midtarsal Sprain 2 Deg
453221,Foot Lis-Franc Sprain 2 Deg
453230,Foot Tarsometatarsal Sprain 2 Deg
453300,Foot Sprain 3 Deg (non-specific)
453301,Foot Arch Sprain/Static 3 Deg
453302,Foot Arch Sprain/Traumatic 3 Deg
453310,Foot Plantar Arch Sprain 3 Deg
453311,Foot Transverse Arch Sprain 3 Deg
453312,Foot Spring Ligament Sprain 3 Deg
453313,Foot Long Plantar Ligament Sprain 3 Deg
453314,Foot Short Plantar Ligament Sprain 3 Deg
453315,Foot Plantar Aponeurosis Sprain 3 Deg
453316,Foot Calcaneocuboid Sprain 3 Deg
453317,Foot Plantar Fascia Tear 3 Deg
453320,Foot Midtarsal Sprain 3 Deg
453321,Foot Lis-Franc Subluxation/Dislocation
453330,Foot Tarsometatarsal Sprain 3 Deg
453400,Foot Subluxation/Acute
453410,Foot Talonavicular Subluxation/Dislocation
453450,Foot Midtarsal Subluxation/Dislocation/Acute
453460,Foot Tarsometatarsal Subluxation/Dislocation/Acute
453550,Foot Midtarsal Subluxation/Recurrent
453551,Foot Cuboid Subluxation (Syndrome)
453600,Foot Dislocation
453650,Foot Dislocation/Midtarsal
453660,Foot Tarsometatarsal Dislocation
454010,Foot Tarsometatarsal Strain
454011,Foot Extensor Digitorum Brevis Strain
454012,Foot Peroneal Tendon Strain
454020,Foot Tarsal Strain
454021,Foot Anterior Tibialis Strain/Distal
454030,Foot Intrinsic Muscle Group Strain
454110,Foot Tarsometatarsal Strain 1 Deg
454111,Foot Extensor Digitorum Brevis Strain 1 Deg
454112,Foot Peroneal Tendon Strain 1 Deg
454120,Foot Tarsal Strain 1 Deg
454121,Foot Anterior Tibialis Strain 1 Deg/Distal
454210,Foot Tarsometatarsal Strain 2 Deg
454310,Foot Tarsometatarsal Strain 3 Deg
454500,Foot Tendon Laceration
454610,Foot Tibialis Anterior Subluxation/Acute
455000,Foot Fracture/Non-specific
455010,Foot Fracture/Tarsal Navicular/Accessory
455011,Foot Jones Fracture/5th Metatarsal
455020,Foot Fracture/Cuboid
455030,Foot Fracture/Cuneiform
455040,Foot Fracture/Metatarsal/Base
455041,Foot Fracture/5th Metatarsal/Base
455042,Foot Fracture/4th Metatarsal/Base
455043,Foot Fracture/3rd Metatarsal/Base
455044,Foot Fracture/2nd Metatarsal/Base
455045,Foot Fracture/1st Metatarsal/Base
455050,Foot Fracture/Metatarsal/Head
455051,Foot Fracture/5th Metatarsal/Head
455052,Foot Fracture/4th Metatarsal/Head
455053,Foot Fracture/3rd Metatarsal/Head
455054,Foot Fracture/2nd Metatarsal/Head
455055,Foot Fracture/1st Metatarsal/Head
455060,Foot Fracture/Metatarsal/Neck
455061,Foot Fracture/5th Metatarsal/Neck
455062,Foot Fracture/4th Metatarsal/Neck
455063,Foot Fracture/3rd Metatarsal/Neck
455064,Foot Fracture/2nd Metatarsal/Neck
455065,Foot Fracture/1st Metatarsal/Neck
455070,Foot Fracture/Metatarsal/Shaft
455071,Foot Fracture/5th Metatarsal/Shaft
455072,Foot Fracture/4th Metatarsal/Shaft
455073,Foot Fracture/3rd Metatarsal/Shaft
455074,Foot Fracture/2nd Metatarsal/Shaft
455075,Foot Fracture/1st Metatarsal/Shaft
455080,Foot Fracture/Metatarsal/Multiple
455081,Foot 5th Metatarsal Non-Union
455090,Foot Fracture/Tarsal Navicular
455100,Foot Fracture/Open
455130,Foot Fracture/Cuneiform/Open
455150,Foot Fracture/Metatarsal/Head/Open
455170,Foot Fracture/Metatarsal/Shaft/Open
455180,Foot Fracture/Metatarsal/Multiple/Open
455200,Foot Fracture/Avulsion
455210,Foot Fracture/Tarsal Navicular/Accessory/Avulsion
455220,Foot Fracture/Cuboid/Avulsion
455230,Foot Fracture/Cuneiform/Avulsion
455240,Foot Fracture/Metatarsal/Base/Avulsion
455250,Foot Fracture/Metatarsal/Head/Avulsion
455270,Foot Fracture/Metatarsal/Shaft/Avulsion
455290,Foot Fracture/Tarsal Navicular/Avulsion
455320,Foot Fracture/Cuboid/Dislocation
455340,Foot Fracture/Metatarsal/Base/Dislocation
455350,Foot Fracture/Metatarsal/Head/Dislocation
455370,Foot Fracture/Metatarsal/Shaft/Dislocation
455500,Foot Fracture/Stress
455510,Foot Fracture/Tarsal Navicular/Accessory/Stress
455520,Foot Fracture Cuboid/Stress
455530,Foot Cuneiform Fracture/Stress
455531,Foot Fracture/1st Metatarsal/Stress
455532,Foot Fracture/2nd Metatarsal/Stress
455533,Foot Fracture/3rd Metatarsal/Stress
455534,Foot Fracture/4th Metatarsal/Stress
455535,Foot Fracture/5th Metatarsal/Stress
455540,Foot Fracture/Metatarsal/Base/Stress
455550,Foot Fracture/Metatarsal/Head/Stress
455560,Foot Fracture/Metatarsal/Neck/Stress
455570,Foot Fracture/Metatarsal/Shaft/Stress
455580,Foot Fracture/Metatarsal/Multiple/Stress
455590,Foot Fracture/Tarsal Navicular/Stress
455640,Foot Fracture/Metatarsal/Base/Greenstick
455670,Foot Fracture/Metatarsal/Shaft/Greenstick
455710,Foot Fracture/Talar Head/Osteochondral
455750,Foot Fracture/Metatarsal/Head/Osteochondral
455790,Foot Fracture/Tarsal Navicular/Osteochondral
455840,Foot Fracture/Metatarsal/Base/Comminuted
455850,Foot Fracture/Metatarsal/Head/Comminuted
455870,Foot Fracture/Metatarsal/Shaft/Comminuted
455940,Foot Fracture/Metatarsal/Base/Other
455950,Foot Fracture/metatarsal/Head/Other
455970,Foot Fracture/metatarsal/Shaft/Other
456100,Foot Metatarsal M-S Inflammation
456110,Foot Epiphysitis
456120,Foot Apophysitis
456121,Foot 5th Metatarsal Ununited Apophysis
456130,Foot Periostitis
456131,Foot Tarsal Stress Reaction
456132,Foot Metatarsal Stress Reaction
456140,Foot Sinus Tarsi Syndrome
456150,Foot Metatarsal Epicondylitis
456160,Foot Plantar Fasc/Tendinitis/Chronic
456161,Foot Peroneal Tendinitis
456162,Foot Plantar Fasciitis Chronic
456163,Foot Plantar Fasciitis Acute
456180,Foot Metatarsal Osteochondritis/Freiberg's
456190,Foot Tarsal Osteochondritis
456191,Foot Talar Osteochondritis
456201,Foot Osteonecrosis
456210,Foot Osteochondritis Dissecans
456230,Foot Arthritis
456240,Foot Exostosis
456250,Foot Calcification
456260,Foot Synovial Herniation/Ganglion
456330,Foot Bone Fibroma
456360,Foot Talar Osteochondroma
456361,Foot Metatarsal Osteochondroma
456460,Foot Degeneration/General
456480,Foot Tarsal Coalition
456490,Foot Musculoskeletal Malformation
458110,Foot Metatarsalgia
458111,Foot Morton's Neuroma
458410,Foot Plantar Neuroma
458601,Foot Staph Infection - MRSA
458602,Foot Staph Infection - MSSA
458820,Foot Atypical Condition/Navicular Joint
460000,Heel Injury (non-specific)
460100,Heel Abrasion
460200,Heel Contusion
460300,Heel Puncture
460400,Heel Laceration
460500,Heel Achillobursitis
460600,Heel Tenosynovitis
462400,Heel Friction Blister
465000,Heel Fracture/Non-specific
465010,Heel Fracture/Calcaneus/Body
465110,Heel Fracture/Calcaneus/Body/Open
465210,Heel Fracture/Calcaneus/Body/Avulsion
465220,Heel Fracture - Calcaneus - Sustentaculum Tali - Avulsion
465230,Heel Fracture/Calcaneus/Apophysis/Avulsion
465240,Heel Fracture/Calcaneus/Margin/Avulsion
465250,Heel Fracture/Calcaneus/Tuberosity/Avulsion
466100,Heel Calcaneal Inflammation
466110,Heel Epiphysitis
466120,Heel Calcaneus Apophysitis/Sever's Apophysitis
466130,Heel Periostitis
466131,Heel Calcaneal Stress Reaction/Fracture
466140,Heel Bursitis
466141,Heel Retrocalcaneal Bursitis
466150,Heel Epicondylitis
466160,Heel Fascitis/Tendinitis/Chronic
466240,Heel Exostosis/Pump Bump
466241,Heel Haglund's Disease
466242,Heel Calcaneus Osteophyte
470010,Great Toe Nail Avulsion
470100,Great Toe Abrasion
470200,Great Toe Contusion
470220,Great Toe Nail Subungual Hematoma
470300,Great Toe Puncture
470400,Great Toe Laceration
470600,Great Toe Tenosynovitis-Tendinitis
470610,Great Toe Extensor Hallicus Longus Tenosynovitis
470620,Great Toe Flexor Hallicus Longus Tenosynovitis
470700,Great Toe Capusulitis
471500,Great Toe Nerve Contusion
471600,Great Toe Nerve Disorder
471610,Great Toe Nerve Disorder w/Sensory Loss
471620,Great Toe Nerve Disorder w/Motor Loss
471630,Great Toe Nerve Disorder w/S&M Loss
472400,Great Toe Friction Blister
473000,Great Toe Sprain (non-specific)
473010,Great Toe I-P Sprain
473020,Great Toe M-P Sprain/Turf Toe
473100,Great Toe Sprain 1 Deg (non-specific)
473110,Great Toe I-P Sprain 1 Deg
473120,Great Toe M-P Sprain 1 Deg/Turf Toe
473200,Great Toe Sprain 2 Deg (non-specific)
473210,Great Toe I-P Sprain 2 Deg
473220,Great Toe M-P Sprain 2 Deg/Turf Toe
473300,Great Toe Sprain 3 Deg (non-specific)
473310,Great Toe I-P Sprain 3 Deg
473320,Great Toe M-P Sprain 3 Deg/Turf Toe
473400,Great Toe Subluxation/Acute
473520,Great Toe M-P Subluxation/Recurrent
473600,Great Toe Dislocation
473610,Great Toe I-P Subluxation/Dislocation
473620,Great Toe M-P Subluxation/Dislocation
474000,Great Toe Muscle Strain (non-specific)
474010,Great Toe Extensor Hallicus Longus Strain
474020,Great Toe Flexor Hallicus Longus Strain
474100,Great Toe Strain 1 Deg (non-specific)
474110,Great Toe Extensor Hallicus Longus Strain 1 Deg
474120,Great Toe Flexor Hallicus Longus Strain 1 Deg
474200,Great Toe Strain 2 Deg (non-specific)
474210,Great Toe Extensor Hallicus Longus Strain 2 Deg
474220,Great Toe Flexor Hallicus Longus Strain 2 Deg
474300,Great Toe Strain 3 Deg (non-specific)
474310,Great Toe Extensor Hallicus Longus Strain 3 De
474320,Great Toe Flexor Hallicus Longus Strain 3 Deg
474500,Great Toe Tendon Laceration/Rupture
475000,Great Toe Fracture (non-specific)
475010,Great Toe Fracture/Phalanx
475020,Great Toe Fracture/Sesamoid
475100,Great Toe Fracture/Open
475110,Great Toe Fracture/Phalanx/Open
475120,Great Toe Fracture/Sesamoid/Open
475200,Great Toe Fracture/Avulsion
475210,Great Toe Fracture/Phalanx/Avulsion
475310,Great Toe Fracture/Phalanx/Dislocation
475410,Great Toe Fracture/Phalanx/Epiphyseal
475500,Great Toe Fracture/Simple
475510,Great Toe Fracture/Phalanx/Stress
475520,Great Toe Fracture/Sesamoid/Stress
475700,Great Toe Fracture/Osteochondral
475720,Great Toe Fracture/Sesamoid/Osteochondral
475810,Great Toe Fracture/Comminuted
475820,Great Toe Fracture/Sesamoid/Comminuted
475900,Great Toe Fracture/Other
475910,Great Toe Fracture/Phalanx/Other
476100,Great Toe Inflammation
476101,Great Sesamoid Inflammation
476170,Great Toe Synovitis/Capsulitis
476180,Great Toe Osteochondritis
476200,Great Toe Musculoskeletal Disorder
476230,Great Toe Sesamoiditis/Inflammation
476231,Great Toe Arthritis
476232,Great Toe Hallux Rigidus
476361,Great Toe Osteochroma
476410,Great Toe Joint Loose Bodies
476450,Great Toe Bunion
478701,Great Toe Staph Infection - MRSA
478702,Great Toe Staph Infection - MSSA
479800,Great Toe Debilitation/chronic
480010,Toe Nail Avulsion Other Than Great Toe
